CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
711002058,Existing Customer,42,M,4,Unknown,Single,$40K - $60K,Blue,33,1,3,1,5306,2410,2896,74%,7437,94,71%,45%
713460258,Existing Customer,45,F,0,Doctorate,Married,$40K - $60K,Silver,36,1,1,3,19107,933,18174,88%,8987,89,56%,5%
715575258,Existing Customer,47,M,2,Graduate,Single,$40K - $60K,Blue,35,1,6,3,5791,1957,3834,65%,7823,93,72%,34%
713367858,Existing Customer,47,M,3,Unknown,Single,$40K - $60K,Blue,36,2,2,2,2479,1748,731,83%,8042,85,55%,71%
789304983,Existing Customer,44,M,0,Unknown,Married,$40K - $60K,Silver,34,2,1,2,22226,1864,20362,86%,8753,97,70%,8%
717579258,Attrited Customer,36,M,1,Unknown,Unknown,$40K - $60K,Blue,36,2,3,3,6893,1462,5431,103%,4782,50,35%,21%
721053633,Existing Customer,45,M,2,College,Single,$40K - $60K,Blue,31,2,2,1,6530,1425,5105,72%,8904,101,66%,22%
711559008,Existing Customer,40,F,4,Post-Graduate,Single,$40K - $60K,Blue,28,2,1,2,11642,1501,10141,94%,9137,92,59%,13%
718457058,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,35,1,1,1,3442,2517,925,62%,7801,74,64%,73%
716732958,Existing Customer,44,F,2,High School,Married,$40K - $60K,Blue,32,2,2,3,7244,2031,5213,72%,7925,90,50%,28%
719677758,Existing Customer,39,F,1,Unknown,Married,$40K - $60K,Blue,36,2,1,3,10830,2184,8646,91%,8814,88,73%,20%
824799108,Existing Customer,46,F,3,High School,Married,$40K - $60K,Blue,42,2,2,1,10901,1874,9027,61%,7498,90,50%,17%
826150608,Existing Customer,44,M,4,Uneducated,Unknown,$40K - $60K,Silver,40,1,1,2,18072,1378,16694,73%,8199,98,75%,8%
720809358,Existing Customer,39,M,1,College,Unknown,$40K - $60K,Blue,32,1,1,3,4874,2317,2557,85%,7776,98,78%,48%
708826158,Existing Customer,45,F,4,Uneducated,Divorced,$40K - $60K,Blue,27,2,2,1,3670,1684,1986,68%,8608,100,52%,46%
711742758,Attrited Customer,43,F,5,College,Single,$40K - $60K,Blue,32,2,3,1,11508,0,11508,101%,5242,74,57%,0%
814760358,Existing Customer,53,M,3,Graduate,Unknown,$40K - $60K,Blue,48,2,2,2,14627,1997,12630,72%,7766,82,75%,14%
710192283,Existing Customer,46,M,4,Post-Graduate,Married,$40K - $60K,Blue,36,1,2,2,2219,1180,1039,77%,8686,91,63%,53%
714880533,Existing Customer,40,M,5,Graduate,Single,$40K - $60K,Blue,36,2,2,3,2849,1741,1108,79%,8669,99,77%,61%
708881583,Existing Customer,50,M,2,Uneducated,Married,$40K - $60K,Blue,43,1,3,1,12458,1332,11126,68%,8752,95,86%,11%
779779083,Existing Customer,38,F,3,High School,Single,$40K - $60K,Gold,26,2,2,1,23981,0,23981,74%,7872,103,64%,0%
720735408,Existing Customer,44,F,4,Doctorate,Married,$40K - $60K,Blue,30,1,3,1,6329,1643,4686,71%,8514,109,73%,26%
819160158,Existing Customer,42,M,3,Uneducated,Married,$40K - $60K,Blue,37,2,3,3,4960,1724,3236,88%,8218,88,91%,35%
812230308,Existing Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,42,2,3,3,2430,1657,773,66%,8444,100,45%,68%
774012933,Existing Customer,47,F,3,College,Divorced,$40K - $60K,Blue,41,1,2,1,6443,2073,4370,80%,9277,92,77%,32%
714284358,Existing Customer,61,M,1,Uneducated,Single,$40K - $60K,Blue,52,2,1,1,2177,1329,848,65%,7037,82,75%,61%
718276758,Existing Customer,52,F,1,Graduate,Single,$40K - $60K,Blue,40,2,1,2,4705,890,3815,72%,8226,97,64%,19%
720522633,Existing Customer,44,M,3,College,Married,$40K - $60K,Silver,36,2,1,2,16199,1533,14666,86%,8150,106,63%,10%
708748833,Existing Customer,37,F,3,Graduate,Single,$40K - $60K,Blue,25,2,2,3,9875,1239,8636,94%,8920,105,69%,13%
719180958,Existing Customer,48,F,2,Uneducated,Divorced,$40K - $60K,Silver,39,2,2,2,21754,0,21754,83%,9105,104,76%,0%
708500883,Existing Customer,48,M,2,Uneducated,Single,$40K - $60K,Silver,40,2,3,2,17812,0,17812,75%,8379,106,61%,0%
811965558,Existing Customer,46,F,4,College,Single,$40K - $60K,Blue,41,2,3,3,13743,0,13743,95%,9406,106,77%,0%
714383583,Existing Customer,39,F,2,Unknown,Single,$40K - $60K,Gold,36,5,3,3,23981,1696,22285,84%,8646,97,90%,7%
809425533,Existing Customer,45,F,2,Uneducated,Divorced,$40K - $60K,Silver,40,5,2,2,15785,1174,14611,73%,8097,105,84%,7%
812534958,Existing Customer,40,F,3,High School,Married,$40K - $60K,Silver,34,2,2,2,19000,1568,17432,69%,8443,97,87%,8%
780200208,Existing Customer,39,F,2,Unknown,Single,$40K - $60K,Blue,29,2,2,2,11135,1563,9572,75%,8777,112,78%,14%
775267158,Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,37,2,1,3,2476,1396,1080,84%,8785,111,61%,56%
710958933,Attrited Customer,43,M,3,Graduate,Single,$40K - $60K,Blue,35,5,3,2,6080,787,5293,98%,4866,56,65%,13%
789582483,Existing Customer,60,M,1,High School,Divorced,$40K - $60K,Blue,53,2,3,3,9369,1813,7556,66%,7699,101,63%,19%
742865883,Attrited Customer,46,F,3,Unknown,Single,$40K - $60K,Blue,39,4,3,3,9110,2517,6593,105%,5290,69,82%,28%
711339258,Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Silver,36,1,3,1,20176,2219,17957,69%,8255,86,91%,11%
781171908,Existing Customer,45,M,3,Graduate,Single,$40K - $60K,Blue,38,1,3,1,3751,1869,1882,93%,9497,106,71%,50%
755212608,Attrited Customer,50,M,2,Unknown,Married,$40K - $60K,Blue,43,4,3,3,13067,0,13067,106%,5468,71,78%,0%
716486508,Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,37,6,2,2,3399,0,3399,99%,5529,78,66%,0%
771674958,Existing Customer,45,M,2,High School,Married,$40K - $60K,Blue,33,1,3,3,11529,1823,9706,73%,8135,97,70%,16%
799468083,Existing Customer,51,M,2,Graduate,Married,$40K - $60K,Blue,45,2,2,2,11467,1146,10321,102%,14373,97,76%,10%
710924658,Existing Customer,52,F,2,High School,Single,$40K - $60K,Blue,36,1,2,2,2540,1093,1447,78%,9339,99,74%,43%
714352533,Existing Customer,47,F,3,Graduate,Married,$40K - $60K,Silver,29,1,2,2,15472,865,14607,76%,14132,103,75%,6%
813804783,Attrited Customer,41,F,1,High School,Single,$40K - $60K,Blue,36,4,3,3,2667,0,2667,49%,4399,54,86%,0%
711814608,Existing Customer,41,F,5,High School,Married,$40K - $60K,Silver,36,2,1,1,19281,1805,17476,89%,15423,110,69%,9%
710694033,Existing Customer,32,M,0,Graduate,Divorced,$40K - $60K,Blue,36,2,1,1,7473,1253,6220,98%,13400,104,73%,17%
710064033,Attrited Customer,45,M,3,Uneducated,Married,$40K - $60K,Blue,28,2,2,5,4572,0,4572,48%,3555,42,40%,0%
772339383,Existing Customer,54,M,3,Post-Graduate,Single,$40K - $60K,Blue,44,2,5,3,4216,1290,2926,86%,13787,121,57%,31%
721382208,Existing Customer,38,F,2,High School,Married,$40K - $60K,Blue,27,2,1,2,3140,2517,623,80%,13677,122,82%,80%
709210833,Existing Customer,48,F,2,Doctorate,Married,$40K - $60K,Blue,36,1,2,2,9074,1648,7426,73%,14084,110,80%,18%
789878283,Existing Customer,39,M,3,Graduate,Married,$40K - $60K,Blue,29,2,2,2,3152,1174,1978,86%,13670,117,86%,37%
719222133,Existing Customer,41,M,3,Graduate,Single,$40K - $60K,Blue,36,2,3,2,8919,1723,7196,85%,13719,96,71%,19%
712718958,Existing Customer,49,M,2,High School,Divorced,$40K - $60K,Blue,36,2,1,1,3308,2150,1158,88%,15019,101,66%,65%
713708358,Existing Customer,33,F,3,Unknown,Single,$40K - $60K,Silver,36,2,3,3,19594,971,18623,76%,12429,111,54%,5%
789551883,Existing Customer,52,F,3,Graduate,Single,$40K - $60K,Blue,45,1,1,2,14803,985,13818,83%,14426,87,64%,7%
715610733,Attrited Customer,60,M,1,Uneducated,Married,$40K - $60K,Blue,47,6,1,5,3735,1175,2560,104%,8193,66,65%,32%
719924433,Existing Customer,40,F,4,Graduate,Married,$40K - $60K,Silver,32,1,2,3,16191,0,16191,97%,13452,107,62%,0%
719944458,Existing Customer,29,M,0,High School,Single,$40K - $60K,Blue,36,2,3,1,4023,1437,2586,69%,12510,96,92%,36%
711826983,Attrited Customer,47,F,3,Unknown,Married,$40K - $60K,Blue,36,4,3,6,5822,0,5822,66%,3240,38,65%,0%
721530633,Existing Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,36,1,1,1,3785,1329,2456,86%,15209,104,89%,35%
712833633,Existing Customer,41,M,2,Post-Graduate,Married,$40K - $60K,Blue,36,2,1,3,10688,653,10035,68%,13866,98,51%,6%
708863733,Existing Customer,35,M,3,Unknown,Single,$40K - $60K,Gold,19,1,1,3,22725,808,21917,78%,13847,120,88%,4%
717076458,Existing Customer,40,M,3,Unknown,Single,$40K - $60K,Blue,36,1,3,1,8155,1178,6977,83%,14955,102,93%,14%
712412958,Existing Customer,41,F,3,Doctorate,Married,$40K - $60K,Silver,33,1,1,2,18266,822,17444,88%,14615,124,80%,5%
711578658,Existing Customer,56,F,2,High School,Married,$40K - $60K,Blue,49,1,3,3,6380,2517,3863,71%,13945,97,106%,40%
709373883,Existing Customer,37,F,5,Unknown,Married,$40K - $60K,Silver,36,1,1,2,19055,2517,16538,92%,15091,124,68%,13%
789866133,Existing Customer,45,F,3,Graduate,Unknown,$40K - $60K,Blue,35,2,3,2,4318,2359,1959,99%,12867,118,57%,55%
711010683,Existing Customer,35,M,3,High School,Married,$40K - $60K,Blue,27,1,2,3,14382,1950,12432,58%,12941,131,82%,14%
718801158,Existing Customer,49,M,3,Graduate,Single,$40K - $60K,Gold,36,2,2,2,23981,1408,22573,84%,14455,96,85%,6%
811076883,Attrited Customer,45,M,3,Graduate,Married,$40K - $60K,Blue,40,1,4,3,7979,0,7979,47%,5056,63,85%,0%
814590483,Existing Customer,45,F,2,Graduate,Married,$40K - $60K,Blue,40,1,3,3,3592,865,2727,66%,12777,95,73%,24%
714615258,Attrited Customer,32,M,1,High School,Single,$40K - $60K,Blue,36,6,3,2,4819,2134,2685,83%,9330,64,88%,44%
719913783,Existing Customer,40,M,3,Graduate,Single,$40K - $60K,Blue,27,2,2,3,7680,1589,6091,69%,13617,105,72%,21%
714577233,Existing Customer,50,F,3,Graduate,Married,$40K - $60K,Blue,41,2,3,1,4755,0,4755,78%,15999,109,73%,0%
772166058,Existing Customer,31,M,1,Unknown,Single,$40K - $60K,Blue,20,1,2,3,3232,1564,1668,97%,13142,112,75%,48%
717571683,Attrited Customer,47,F,4,Uneducated,Married,$40K - $60K,Gold,34,2,3,3,23981,0,23981,20%,4536,61,61%,0%
710758683,Existing Customer,61,F,1,Graduate,Unknown,$40K - $60K,Silver,48,2,3,3,15698,2000,13698,75%,12980,82,64%,13%
718288833,Existing Customer,31,M,1,Unknown,Married,$40K - $60K,Blue,36,1,3,3,5590,875,4715,86%,14643,127,76%,16%
780349833,Existing Customer,36,M,2,College,Married,$40K - $60K,Gold,23,1,1,3,23981,0,23981,83%,15236,120,88%,0%
709934808,Existing Customer,59,M,1,Unknown,Single,$40K - $60K,Silver,51,2,2,1,15164,1071,14093,90%,13062,103,72%,7%
792139308,Existing Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,42,1,2,3,9215,639,8576,65%,13345,114,75%,7%
789791808,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,32,2,2,2,7139,1512,5627,111%,14802,112,75%,21%
716947083,Existing Customer,32,M,3,High School,Single,$40K - $60K,Blue,36,2,2,1,3845,1871,1974,85%,14593,110,80%,49%
789550458,Existing Customer,59,M,0,High School,Single,$40K - $60K,Silver,52,1,2,1,15223,1729,13494,86%,14230,111,79%,11%
710775483,Existing Customer,53,M,1,High School,Unknown,$40K - $60K,Blue,43,2,1,3,9060,0,9060,78%,14305,102,65%,0%
717173358,Existing Customer,60,F,0,Graduate,Single,$40K - $60K,Blue,47,1,2,3,9502,1881,7621,72%,14418,100,75%,20%
713895633,Existing Customer,56,F,1,High School,Unknown,$40K - $60K,Blue,36,2,1,3,8331,0,8331,71%,14324,103,69%,0%
712265508,Attrited Customer,32,M,0,Post-Graduate,Single,$40K - $60K,Blue,14,1,1,3,4015,0,4015,105%,8363,65,81%,0%
714303483,Existing Customer,40,M,2,College,Married,$40K - $60K,Gold,31,1,2,1,3735,1474,2261,80%,15039,130,76%,40%
710019933,Existing Customer,29,M,1,Uneducated,Single,$40K - $60K,Blue,22,2,3,3,11522,1203,10319,85%,13720,119,83%,10%
812453283,Existing Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,37,2,2,3,3161,1788,1373,87%,13692,117,83%,57%
710663508,Existing Customer,42,M,4,Uneducated,Married,$40K - $60K,Blue,33,1,2,2,3108,2280,828,84%,14763,99,80%,73%
802622733,Existing Customer,44,F,4,Uneducated,Single,$40K - $60K,Blue,34,1,3,3,3657,0,3657,79%,14802,95,67%,0%
788671608,Existing Customer,45,F,4,College,Single,$40K - $60K,Gold,30,1,2,1,23051,1836,21215,74%,14393,107,81%,8%
718023708,Existing Customer,53,F,2,Uneducated,Single,$40K - $60K,Blue,42,2,1,3,14839,2226,12613,83%,14625,115,77%,15%
711008508,Existing Customer,59,M,2,Graduate,Single,$40K - $60K,Blue,50,2,1,2,11808,0,11808,81%,13751,113,82%,0%
815230458,Existing Customer,31,M,1,High School,Divorced,$40K - $60K,Silver,26,1,1,3,15504,1277,14227,61%,14181,126,62%,8%
815826708,Existing Customer,53,F,2,Unknown,Married,$40K - $60K,Blue,48,2,3,3,4442,1107,3335,82%,14437,109,91%,25%
712532058,Existing Customer,44,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,1,1,2,12552,1405,11147,70%,15508,95,79%,11%
711422358,Existing Customer,42,M,5,Post-Graduate,Unknown,$40K - $60K,Blue,36,1,2,2,10531,2330,8201,76%,14955,118,66%,22%
793456983,Existing Customer,43,M,0,Post-Graduate,Single,$40K - $60K,Blue,37,1,2,3,7872,989,6883,81%,13746,104,73%,13%
720017958,Existing Customer,48,F,4,Unknown,Single,$40K - $60K,Blue,36,1,1,2,6121,1679,4442,71%,14224,117,89%,27%
719039283,Existing Customer,32,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,2,3,3535,1964,1571,66%,14080,85,81%,56%
720748608,Attrited Customer,44,M,3,Graduate,Divorced,$40K - $60K,Blue,32,1,2,2,3575,0,3575,84%,7672,66,74%,0%
709823733,Attrited Customer,44,F,2,Graduate,Unknown,$40K - $60K,Blue,34,2,3,3,5508,0,5508,89%,7507,78,73%,0%
802449933,Existing Customer,29,M,1,Uneducated,Married,$40K - $60K,Blue,23,1,3,1,8147,1750,6397,75%,14912,114,87%,22%
710451708,Existing Customer,32,M,1,Graduate,Married,$40K - $60K,Blue,24,1,1,2,9711,972,8739,65%,14926,115,74%,10%
788908308,Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,32,2,3,2,5972,0,5972,61%,14227,116,71%,0%
823837158,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,40,1,3,1,9199,1230,7969,59%,15367,123,69%,13%
711727083,Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Blue,36,2,1,3,2833,1622,1211,95%,14341,101,71%,57%
708285108,Existing Customer,42,M,4,Graduate,Single,$40K - $60K,Blue,36,1,1,2,6128,2239,3889,77%,13505,116,68%,37%
713398158,Existing Customer,45,M,3,Post-Graduate,Married,$40K - $60K,Blue,30,2,2,2,3821,1673,2148,87%,15005,89,71%,44%
794692158,Existing Customer,43,F,3,High School,Unknown,$40K - $60K,Silver,25,1,2,1,17328,0,17328,82%,15367,105,64%,0%
798783858,Existing Customer,48,F,3,Unknown,Unknown,$40K - $60K,Blue,42,2,1,1,9742,2517,7225,69%,13082,92,80%,26%
708332808,Existing Customer,47,M,2,Uneducated,Married,$40K - $60K,Blue,39,2,2,2,3471,0,3471,87%,14381,115,74%,0%
817951083,Existing Customer,58,F,1,Unknown,Married,$40K - $60K,Silver,53,1,3,3,15928,1527,14401,84%,14678,125,71%,10%
714560358,Existing Customer,53,M,1,Unknown,Single,$40K - $60K,Blue,45,1,2,1,3234,1514,1720,85%,13803,100,70%,47%
778260108,Existing Customer,50,F,4,Unknown,Married,$40K - $60K,Blue,41,1,2,2,4268,1509,2759,56%,14351,112,87%,35%
716748483,Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,Blue,36,2,2,3,3720,1569,2151,89%,16208,129,79%,42%
711160233,Existing Customer,32,M,1,High School,Married,$40K - $60K,Blue,19,2,3,1,12024,0,12024,82%,14551,105,78%,0%
715714458,Attrited Customer,48,M,5,Graduate,Single,$40K - $60K,Blue,38,2,3,3,4446,0,4446,96%,8753,76,95%,0%
715132758,Existing Customer,52,F,2,College,Divorced,$40K - $60K,Gold,43,2,2,3,23981,2114,21867,72%,15281,100,72%,9%
712556433,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,43,1,2,3,4090,1649,2441,75%,15497,92,67%,40%
769667583,Attrited Customer,34,M,3,Post-Graduate,Single,$40K - $60K,Blue,28,2,3,2,3744,0,3744,80%,8202,69,77%,0%
778643733,Attrited Customer,48,F,1,Uneducated,Single,$40K - $60K,Gold,28,3,2,1,23981,1454,22527,93%,9140,64,68%,6%
772300383,Existing Customer,57,F,2,Unknown,Married,$40K - $60K,Blue,46,3,1,3,5073,1533,3540,65%,13420,122,74%,30%
751155783,Existing Customer,47,F,2,High School,Married,$40K - $60K,Blue,40,2,1,3,4074,1868,2206,69%,15005,118,76%,46%
768457008,Existing Customer,27,M,1,Graduate,Single,$40K - $60K,Blue,21,2,3,1,10284,787,9497,74%,13355,92,84%,8%
794132808,Existing Customer,60,M,0,Uneducated,Married,$40K - $60K,Blue,54,3,3,3,13035,1285,11750,76%,14585,97,98%,10%
712206033,Existing Customer,55,M,1,Graduate,Married,$40K - $60K,Blue,36,2,1,2,3705,1355,2350,74%,16089,119,73%,37%
711190233,Existing Customer,34,M,3,Graduate,Married,$40K - $60K,Blue,36,3,2,1,4549,990,3559,75%,13804,123,73%,22%
794573883,Existing Customer,32,M,1,Unknown,Single,$40K - $60K,Silver,16,3,3,1,17894,2517,15377,73%,15305,111,59%,14%
721220583,Existing Customer,54,F,2,Graduate,Married,$40K - $60K,Blue,41,3,1,3,7362,1176,6186,74%,17390,130,69%,16%
712390683,Existing Customer,41,M,2,Uneducated,Single,$40K - $60K,Blue,27,2,3,1,13409,1255,12154,74%,15573,99,77%,9%
719859033,Attrited Customer,32,M,3,Graduate,Married,$40K - $60K,Blue,20,2,2,2,3264,0,3264,55%,6439,63,75%,0%
713036208,Existing Customer,46,M,1,Graduate,Married,$40K - $60K,Blue,27,2,2,2,6903,2091,4812,92%,15751,107,91%,30%
710155983,Attrited Customer,52,M,1,Unknown,Single,$40K - $60K,Blue,36,3,3,4,4826,0,4826,95%,8585,62,100%,0%
718042383,Existing Customer,38,M,1,Uneducated,Unknown,$40K - $60K,Blue,18,3,3,3,3523,1379,2144,71%,15108,118,71%,39%
717457008,Attrited Customer,43,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,3,3,9267,0,9267,87%,7991,90,109%,0%
711822933,Existing Customer,55,F,2,College,Married,$40K - $60K,Blue,45,2,3,3,2985,1651,1334,69%,14187,103,87%,55%
779037408,Existing Customer,38,M,1,High School,Single,$40K - $60K,Blue,19,2,3,3,3581,694,2887,67%,14637,109,79%,19%
714638883,Existing Customer,31,M,0,Graduate,Single,$40K - $60K,Blue,36,2,3,3,4661,1835,2826,100%,14257,110,96%,39%
712863183,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,38,2,3,3,10018,829,9189,84%,13819,114,81%,8%
780511683,Attrited Customer,47,M,3,Graduate,Single,$40K - $60K,Blue,34,4,3,3,4413,232,4181,80%,7869,76,77%,5%
719847108,Attrited Customer,52,M,1,Unknown,Married,$40K - $60K,Blue,36,4,3,3,8455,2517,5938,81%,8124,73,103%,30%
719270358,Existing Customer,57,F,2,Doctorate,Divorced,$40K - $60K,Blue,48,2,2,2,4288,1678,2610,64%,15505,113,69%,39%
716721483,Attrited Customer,59,M,0,Uneducated,Single,$40K - $60K,Blue,52,1,2,2,14458,2017,12441,99%,8696,72,90%,14%
710527533,Attrited Customer,45,M,5,College,Single,$40K - $60K,Blue,36,4,3,3,4982,0,4982,89%,8586,58,100%,0%
714022833,Attrited Customer,42,F,2,Graduate,Single,$40K - $60K,Silver,32,4,3,3,17909,0,17909,23%,5977,58,49%,0%
710026458,Existing Customer,34,M,1,Unknown,Married,$40K - $60K,Blue,36,2,2,2,3995,2475,1520,82%,12575,99,80%,62%
710306358,Attrited Customer,38,M,1,Unknown,Married,$40K - $60K,Blue,18,1,1,2,9664,1983,7681,87%,7995,56,81%,21%
713118183,Existing Customer,31,M,1,Unknown,Married,$40K - $60K,Blue,23,5,1,2,13427,1562,11865,54%,13117,108,71%,12%
714103083,Existing Customer,47,M,2,College,Married,$40K - $60K,Blue,37,6,3,1,3263,1525,1738,54%,14649,110,83%,47%
717214158,Existing Customer,41,M,4,Post-Graduate,Married,$40K - $60K,Blue,28,5,3,3,9815,0,9815,86%,15475,94,68%,0%
718805733,Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,28,3,1,1,7093,2517,4576,75%,13937,120,85%,36%
714820158,Attrited Customer,29,M,0,High School,Single,$40K - $60K,Blue,36,6,3,1,5988,660,5328,104%,10211,68,100%,11%
721438233,Existing Customer,39,M,2,Post-Graduate,Single,$40K - $60K,Blue,31,6,3,3,3297,1761,1536,88%,15580,120,74%,53%
716002458,Existing Customer,43,M,4,College,Married,$40K - $60K,Blue,30,1,1,2,7386,656,6730,89%,15691,126,68%,9%
708759408,Existing Customer,48,F,3,Uneducated,Single,$40K - $60K,Blue,39,6,3,2,4207,0,4207,92%,15124,108,71%,0%
773172483,Attrited Customer,30,M,0,Graduate,Married,$40K - $60K,Blue,23,6,2,4,4063,0,4063,78%,7463,70,71%,0%
712941483,Attrited Customer,51,F,4,Post-Graduate,Married,$40K - $60K,Silver,43,1,3,3,3735,0,3735,76%,6826,61,85%,0%
789890958,Existing Customer,53,F,4,High School,Divorced,$40K - $60K,Blue,43,3,1,2,10948,482,10466,74%,16230,111,95%,4%
778888083,Attrited Customer,45,F,2,Graduate,Married,$40K - $60K,Blue,26,6,2,4,4307,0,4307,74%,8697,62,59%,0%
709399908,Existing Customer,34,F,2,Graduate,Single,$40K - $60K,Blue,23,4,2,2,7594,1442,6152,75%,15026,99,68%,19%
771561183,Attrited Customer,42,F,4,Graduate,Single,$40K - $60K,Blue,30,6,3,3,13753,2517,11236,65%,7464,66,69%,18%
719439108,Existing Customer,42,M,1,Graduate,Married,$40K - $60K,Silver,34,3,3,2,15315,1613,13702,86%,14728,100,75%,11%
718299933,Existing Customer,42,M,3,High School,Married,$40K - $60K,Blue,30,3,3,4,4333,739,3594,69%,15903,100,75%,17%
720618033,Existing Customer,43,F,3,College,Married,$40K - $60K,Blue,36,1,3,2,9633,0,9633,64%,14829,90,80%,0%
770743983,Existing Customer,34,F,3,Uneducated,Single,$40K - $60K,Blue,20,1,2,3,8698,874,7824,71%,15683,94,71%,10%
708821733,Attrited Customer,43,F,3,Unknown,Single,$40K - $60K,Silver,36,2,3,4,19713,531,19182,79%,8301,70,59%,3%
711070683,Existing Customer,48,F,3,Post-Graduate,Married,$40K - $60K,Blue,37,4,1,2,6725,493,6232,72%,13891,106,61%,7%
710190858,Existing Customer,28,M,1,Unknown,Unknown,$40K - $60K,Blue,15,5,2,4,9283,2288,6995,93%,13804,110,72%,25%
708880683,Existing Customer,49,M,5,College,Married,$40K - $60K,Blue,40,4,3,4,3970,892,3078,77%,13697,102,76%,23%
710056758,Existing Customer,51,M,4,High School,Single,$40K - $60K,Blue,36,2,2,4,10017,1850,8167,62%,15635,116,68%,19%
766769058,Existing Customer,51,M,1,Graduate,Single,$40K - $60K,Gold,44,3,3,3,22722,1790,20932,81%,15817,121,75%,8%
710939283,Existing Customer,45,F,3,Uneducated,Divorced,$40K - $60K,Blue,36,3,2,4,4209,1300,2909,75%,16078,105,62%,31%
770824833,Existing Customer,32,M,1,Graduate,Divorced,$40K - $60K,Blue,19,2,3,5,3657,1135,2522,80%,16236,94,81%,31%
715291908,Existing Customer,31,M,1,College,Single,$40K - $60K,Blue,36,3,1,2,11109,2045,9064,63%,13988,92,84%,18%
739021908,Existing Customer,56,F,2,Unknown,Married,$40K - $60K,Blue,49,3,3,2,3681,0,3681,69%,13222,112,93%,0%
711460458,Attrited Customer,44,M,1,Uneducated,Married,$40K - $60K,Blue,34,5,2,3,10973,0,10973,79%,10583,75,79%,0%
717991533,Existing Customer,44,M,2,Uneducated,Married,$40K - $60K,Blue,36,3,3,2,3843,1460,2383,81%,16461,105,91%,38%
720105933,Existing Customer,48,M,3,Uneducated,Divorced,$40K - $60K,Blue,35,3,5,3,11427,2307,9120,85%,15243,107,75%,20%
818987958,Existing Customer,43,M,4,Graduate,Unknown,$40K - $60K,Blue,38,5,1,3,3771,0,3771,68%,14662,125,67%,0%
721005108,Existing Customer,41,M,0,College,Married,$40K - $60K,Blue,29,3,2,2,6991,1384,5607,66%,14994,104,73%,20%
809589783,Existing Customer,41,M,4,Post-Graduate,Married,$40K - $60K,Silver,36,3,3,2,16268,817,15451,64%,13969,120,69%,5%
